area_name,area_type,ref_period,crime_or_offence,measure_type,value
Dundee City,Local Authority,2010/2011,crimes-group-3-theft-of-a-motor-vehicle,count,263
East Ayrshire,Local Authority,2010/2011,all-group-1-non-sexual-crimes-of-violence,count,1901
East Ayrshire,Local Authority,2010/2011,all-crimes,count,9335
East Ayrshire,Local Authority,2010/2011,all-group-3-crimes-of-dishonesty,count,3631
East Ayrshire,Local Authority,2010/2011,all-group-2-sexual-crimes,count,126
East Ayrshire,Local Authority,2010/2011,offences-group-8-driving-under-the-influence,count,164
East Ayrshire,Local Authority,2010/2011,offences-group-8-dangerous-and-careless-driving,count,178
East Ayrshire,Local Authority,2010/2011,offences-group-8-mobile-phone-offences,count,929
East Ayrshire,Local Authority,2010/2011,offences-group-8-seat-belt-offences,count,1071
East Ayrshire,Local Authority,2010/2011,crimes-group-3-housebreaking,count,724
East Ayrshire,Local Authority,2010/2011,crimes-group-2-other-sexual-crimes,count,17
East Ayrshire,Local Authority,2010/2011,crimes-group-3-theft-from-a-motor-vehicle,count,250
East Ayrshire,Local Authority,2010/2011,crimes-group-3-theft-by-opening-lockfast-places,count,81
East Ayrshire,Local Authority,2010/2011,crimes-group-2-rape-attempted-rape,count,20
East Ayrshire,Local Authority,2010/2011,crimes-group-1-robbery,count,33
East Ayrshire,Local Authority,2010/2011,crimes-group-2-crimes-associated-with-prostitution,count,0
East Ayrshire,Local Authority,2010/2011,crimes-group-2-sexual-assault,count,66
East Ayrshire,Local Authority,2010/2011,all-group-6-antisocial-offences,count,3317
East Ayrshire,Local Authority,2010/2011,crimes-group-5-other-crimes-against-society,count,12
East Ayrshire,Local Authority,2010/2011,offences-group-6-racially-aggravated-conduct,count,72
East Ayrshire,Local Authority,2010/2011,offences-group-6-threatening-and-abusive-behaviour,count,1708
East Ayrshire,Local Authority,2010/2011,crimes-group-5-weapons-possession-not-used,count,111
East Ayrshire,Local Authority,2010/2011,all-group-5-crimes-against-society,count,1597
East Ayrshire,Local Authority,2010/2011,crimes-group-5-drugs-possession,count,552
East Ayrshire,Local Authority,2010/2011,crimes-group-5-drugs-supply,count,192
East Ayrshire,Local Authority,2010/2011,offences-group-7-licensing-offences,count,37
East Ayrshire,Local Authority,2010/2011,offences-group-7-environmental-offences,count,48
East Ayrshire,Local Authority,2010/2011,offences-group-7-other-misc-offences,count,50
East Ayrshire,Local Authority,2010/2011,offences-group-7-wildlife-offences,count,39
East Ayrshire,Local Authority,2010/2011,all-group-7-miscellaneous-offences,count,367
East Ayrshire,Local Authority,2010/2011,offences-group-6-drunkenness-and-other-disorderly-conduct,count,1184
East Ayrshire,Local Authority,2010/2011,offences-group-7-community-and-public-order-offences,count,193
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-2-communicating-indecently,count,0
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-2-causing-to-view-sexual-activity-or-images,count,3
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-3-theft-of-a-motor-vehicle,count,30
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-2-indecent-photos-of-children,count,0
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-1-serious-assault-and-attempted-murder,count,24
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-1-causing-death-by-driving-dangerously,count,0
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-1-other-non-sexual-violence,count,11
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-1-common-assault,count,290
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-5-drugs-supply,count,15
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-5-weapons-possession-not-used,count,7
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-5-other-crimes-against-society,count,0
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-5-drugs-possession,count,83
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-4-vandalism,count,204
Na h-Eileanan Siar,Local Authority,2010/2011,all-group-4-damage-and-reckless-behaviour,count,228
Na h-Eileanan Siar,Local Authority,2010/2011,all-group-5-crimes-against-society,count,187
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-4-reckless-conduct,count,11
Orkney Islands,Local Authority,2010/2011,crimes-group-2-other-sexual-crimes,count,3
Orkney Islands,Local Authority,2010/2011,crimes-group-3-housebreaking,count,22
Orkney Islands,Local Authority,2010/2011,crimes-group-2-sexual-assault,count,9
Orkney Islands,Local Authority,2010/2011,crimes-group-2-crimes-associated-with-prostitution,count,0
Orkney Islands,Local Authority,2010/2011,crimes-group-3-shoplifting,count,14
Orkney Islands,Local Authority,2010/2011,crimes-group-3-other-theft,count,84
Orkney Islands,Local Authority,2010/2011,crimes-group-3-theft-by-opening-lockfast-places,count,9
Orkney Islands,Local Authority,2010/2011,crimes-group-3-theft-from-a-motor-vehicle,count,3
Orkney Islands,Local Authority,2010/2011,all-group-1-non-sexual-crimes-of-violence,count,167
Orkney Islands,Local Authority,2010/2011,all-group-2-sexual-crimes,count,15
Na h-Eileanan Siar,Local Authority,2010/2011,crimes-group-1-murder-and-culpable-homicide,count,0
Orkney Islands,Local Authority,2010/2011,all-crimes,count,595
Orkney Islands,Local Authority,2010/2011,crimes-group-1-robbery,count,1
Orkney Islands,Local Authority,2010/2011,crimes-group-2-rape-attempted-rape,count,1
Orkney Islands,Local Authority,2010/2011,all-group-3-crimes-of-dishonesty,count,164
West Lothian,Local Authority,2010/2011,crimes-group-4-vandalism,count,2382
West Lothian,Local Authority,2010/2011,crimes-group-4-reckless-conduct,count,95
West Lothian,Local Authority,2010/2011,crimes-group-3-theft-of-a-motor-vehicle,count,297
West Lothian,Local Authority,2010/2011,all-group-4-damage-and-reckless-behaviour,count,2689
West Lothian,Local Authority,2010/2011,crimes-group-5-drugs-supply,count,202
West Lothian,Local Authority,2010/2011,crimes-group-5-drugs-possession,count,528
West Lothian,Local Authority,2010/2011,all-group-5-crimes-against-society,count,1413
West Lothian,Local Authority,2010/2011,crimes-group-5-weapons-possession-not-used,count,153
West Lothian,Local Authority,2010/2011,crimes-group-1-serious-assault-and-attempted-murder,count,147
West Lothian,Local Authority,2010/2011,crimes-group-1-common-assault,count,2011
West Lothian,Local Authority,2010/2011,crimes-group-1-murder-and-culpable-homicide,count,2
West Lothian,Local Authority,2010/2011,crimes-group-1-causing-death-by-driving-dangerously,count,0
West Lothian,Local Authority,2010/2011,crimes-group-2-communicating-indecently,count,0
West Lothian,Local Authority,2010/2011,crimes-group-2-indecent-photos-of-children,count,0
West Lothian,Local Authority,2010/2011,crimes-group-1-other-non-sexual-violence,count,111
West Lothian,Local Authority,2010/2011,crimes-group-2-causing-to-view-sexual-activity-or-images,count,26
West Lothian,Local Authority,2010/2011,offences-group-7-wildlife-offences,count,38
West Lothian,Local Authority,2010/2011,offences-group-7-other-misc-offences,count,55
West Lothian,Local Authority,2010/2011,offences-group-7-environmental-offences,count,10
West Lothian,Local Authority,2010/2011,offences-group-7-licensing-offences,count,26
West Lothian,Local Authority,2010/2011,offences-group-8-seat-belt-offences,count,889
West Lothian,Local Authority,2010/2011,offences-group-8-mobile-phone-offences,count,689
West Lothian,Local Authority,2010/2011,offences-group-8-dangerous-and-careless-driving,count,80
West Lothian,Local Authority,2010/2011,offences-group-8-driving-under-the-influence,count,238
West Lothian,Local Authority,2010/2011,offences-group-6-threatening-and-abusive-behaviour,count,1083
West Lothian,Local Authority,2010/2011,offences-group-6-racially-aggravated-conduct,count,88
West Lothian,Local Authority,2010/2011,crimes-group-5-other-crimes-against-society,count,8
West Lothian,Local Authority,2010/2011,all-group-6-antisocial-offences,count,1426
West Lothian,Local Authority,2010/2011,all-group-7-miscellaneous-offences,count,284
West Lothian,Local Authority,2010/2011,offences-group-7-community-and-public-order-offences,count,155
West Lothian,Local Authority,2010/2011,offences-group-6-drunkenness-and-other-disorderly-conduct,count,174
Angus,Local Authority,2010/2011,crimes-group-2-causing-to-view-sexual-activity-or-images,count,7
Angus,Local Authority,2010/2011,crimes-group-2-communicating-indecently,count,0
Angus,Local Authority,2010/2011,crimes-group-1-common-assault,count,1217
Angus,Local Authority,2010/2011,crimes-group-1-other-non-sexual-violence,count,25
Angus,Local Authority,2010/2011,all-group-4-damage-and-reckless-behaviour,count,1369
Angus,Local Authority,2010/2011,crimes-group-4-vandalism,count,1281
Angus,Local Authority,2010/2011,crimes-group-2-indecent-photos-of-children,count,1
Angus,Local Authority,2010/2011,crimes-group-3-theft-of-a-motor-vehicle,count,79
East Renfrewshire,Local Authority,2010/2011,crimes-group-1-serious-assault-and-attempted-murder,count,41
East Renfrewshire,Local Authority,2010/2011,crimes-group-1-causing-death-by-driving-dangerously,count,0
East Renfrewshire,Local Authority,2010/2011,crimes-group-1-other-non-sexual-violence,count,48
East Renfrewshire,Local Authority,2010/2011,crimes-group-1-common-assault,count,549
Angus,Local Authority,2010/2011,crimes-group-1-causing-death-by-driving-dangerously,count,0
Angus,Local Authority,2010/2011,crimes-group-1-serious-assault-and-attempted-murder,count,69
East Renfrewshire,Local Authority,2010/2011,crimes-group-1-murder-and-culpable-homicide,count,1
Angus,Local Authority,2010/2011,crimes-group-1-murder-and-culpable-homicide,count,0
Angus,Local Authority,2010/2011,offences-group-6-drunkenness-and-other-disorderly-conduct,count,55
Angus,Local Authority,2010/2011,all-group-7-miscellaneous-offences,count,255
Angus,Local Authority,2010/2011,offences-group-6-threatening-and-abusive-behaviour,count,1618
Angus,Local Authority,2010/2011,offences-group-6-racially-aggravated-conduct,count,30
Angus,Local Authority,2010/2011,offences-group-7-licensing-offences,count,16
Angus,Local Authority,2010/2011,offences-group-7-wildlife-offences,count,45
Angus,Local Authority,2010/2011,offences-group-7-community-and-public-order-offences,count,175
Angus,Local Authority,2010/2011,offences-group-7-environmental-offences,count,12
Angus,Local Authority,2010/2011,crimes-group-5-weapons-possession-not-used,count,69
Angus,Local Authority,2010/2011,crimes-group-5-drugs-supply,count,104
Angus,Local Authority,2010/2011,crimes-group-4-reckless-conduct,count,46
Angus,Local Authority,2010/2011,all-group-5-crimes-against-society,count,927
Angus,Local Authority,2010/2011,crimes-group-5-other-crimes-against-society,count,2
Angus,Local Authority,2010/2011,all-group-6-antisocial-offences,count,1831
Angus,Local Authority,2010/2011,crimes-group-5-drugs-possession,count,372
East Renfrewshire,Local Authority,2010/2011,offences-group-7-wildlife-offences,count,15
East Renfrewshire,Local Authority,2010/2011,offences-group-7-licensing-offences,count,19
East Renfrewshire,Local Authority,2010/2011,offences-group-8-dangerous-and-careless-driving,count,90
East Renfrewshire,Local Authority,2010/2011,offences-group-7-other-misc-offences,count,3
East Renfrewshire,Local Authority,2010/2011,all-group-7-miscellaneous-offences,count,183
East Renfrewshire,Local Authority,2010/2011,offences-group-6-drunkenness-and-other-disorderly-conduct,count,286
East Renfrewshire,Local Authority,2010/2011,offences-group-7-environmental-offences,count,17
East Renfrewshire,Local Authority,2010/2011,offences-group-7-community-and-public-order-offences,count,129
Orkney Islands,Local Authority,2010/2011,crimes-group-4-fire-raising,count,5
Orkney Islands,Local Authority,2010/2011,crimes-group-5-crimes-against-public-justice,count,34
Orkney Islands,Local Authority,2010/2011,crimes-group-3-fraud,count,17
Orkney Islands,Local Authority,2010/2011,crimes-group-3-other-dishonesty,count,10
East Renfrewshire,Local Authority,2010/2011,offences-group-8-seat-belt-offences,count,285
East Renfrewshire,Local Authority,2010/2011,offences-group-8-driving-under-the-influence,count,44
Orkney Islands,Local Authority,2010/2011,offences-group-6-urinating-etc,count,56
East Renfrewshire,Local Authority,2010/2011,offences-group-8-mobile-phone-offences,count,474
East Renfrewshire,Local Authority,2010/2011,crimes-group-4-vandalism,count,820
East Renfrewshire,Local Authority,2010/2011,all-group-4-damage-and-reckless-behaviour,count,903
East Renfrewshire,Local Authority,2010/2011,all-group-5-crimes-against-society,count,496
East Renfrewshire,Local Authority,2010/2011,crimes-group-4-reckless-conduct,count,33
East Renfrewshire,Local Authority,2010/2011,crimes-group-2-communicating-indecently,count,5
East Renfrewshire,Local Authority,2010/2011,crimes-group-2-causing-to-view-sexual-activity-or-images,count,11
East Renfrewshire,Local Authority,2010/2011,crimes-group-3-theft-of-a-motor-vehicle,count,66
East Renfrewshire,Local Authority,2010/2011,crimes-group-2-indecent-photos-of-children,count,2
East Renfrewshire,Local Authority,2010/2011,all-group-6-antisocial-offences,count,1003
East Renfrewshire,Local Authority,2010/2011,crimes-group-5-other-crimes-against-society,count,0
East Renfrewshire,Local Authority,2010/2011,offences-group-6-racially-aggravated-conduct,count,33
East Renfrewshire,Local Authority,2010/2011,offences-group-6-threatening-and-abusive-behaviour,count,622
East Renfrewshire,Local Authority,2010/2011,crimes-group-5-drugs-supply,count,38
East Renfrewshire,Local Authority,2010/2011,crimes-group-5-weapons-possession-not-used,count,78
East Renfrewshire,Local Authority,2010/2011,crimes-group-5-drugs-possession,count,214
Aberdeenshire,Local Authority,2010/2011,crimes-group-4-vandalism,count,2125
Aberdeenshire,Local Authority,2010/2011,crimes-group-4-reckless-conduct,count,132
Aberdeenshire,Local Authority,2010/2011,crimes-group-3-theft-of-a-motor-vehicle,count,265
Aberdeenshire,Local Authority,2010/2011,all-group-4-damage-and-reckless-behaviour,count,2393
Aberdeenshire,Local Authority,2010/2011,crimes-group-5-drugs-supply,count,155
Aberdeenshire,Local Authority,2010/2011,crimes-group-5-drugs-possession,count,536
Aberdeenshire,Local Authority,2010/2011,all-group-5-crimes-against-society,count,1288
Aberdeenshire,Local Authority,2010/2011,crimes-group-5-weapons-possession-not-used,count,123
Aberdeenshire,Local Authority,2010/2011,crimes-group-1-serious-assault-and-attempted-murder,count,80
Aberdeenshire,Local Authority,2010/2011,crimes-group-1-common-assault,count,2185
Aberdeenshire,Local Authority,2010/2011,crimes-group-1-murder-and-culpable-homicide,count,4
Aberdeenshire,Local Authority,2010/2011,crimes-group-1-causing-death-by-driving-dangerously,count,5
Aberdeenshire,Local Authority,2010/2011,crimes-group-2-communicating-indecently,count,5
Aberdeenshire,Local Authority,2010/2011,crimes-group-2-indecent-photos-of-children,count,14
Aberdeenshire,Local Authority,2010/2011,crimes-group-1-other-non-sexual-violence,count,97
Aberdeenshire,Local Authority,2010/2011,crimes-group-2-causing-to-view-sexual-activity-or-images,count,20
Aberdeenshire,Local Authority,2010/2011,offences-group-7-wildlife-offences,count,180
Aberdeenshire,Local Authority,2010/2011,offences-group-7-other-misc-offences,count,6
